concept_id,concept_code,concept_name,concept_class_id,domain_id,vocabulary_id,standard_concept,valid_start_date,valid_end_date,invalid_reason
0,MEDICATION_P_B9003090,L01Y: ST PDC-LUNG-101 PDC*LUNG01 7 000 000 cellen,Drug,Drug,PHIDESS,,2023-07-31,2099-12-31,
