concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason
0,Phidess vocabulary,Metadata,Vocabulary,Vocabulary,,PHIDESSVOC,2022-07-26,2099-12-31,
